EXTraS_Ape_v0.OBS_ID,EXTraS_Ape_v0.XMM_RA,EXTraS_Ape_v0.XMM_DEC,EXTraS_Ape_v0.XMM_EP_8_FLUX,EXTraS_Ape_v0.XMM_EP_8_FLUX_ERR,main_id,ra,dec,otype,main_type,other_types,plx,plx_err,B,V,R,J,H,K,u,g,r,i,z,distance_pc,distance_ly,distance_cm,XLuminosity,VisibleLuminosity
747420151,22.9402,0.511583,3.420130118784309e-13,4.0771300723573e-14,TYC   28-401-1,22.9404685587,0.5117075613,Pe*,ChemPec*,NIR|*|Pe*,3.5424,0.0354,11.69,11.05,,9.97,9.678,9.519,,,,,,282.2944896115628,920.7204155374886,8.710697775519421e+20,3.261056961264944e+30,9.070885298047944e+33
747420151,22.6873,0.389894,3.622110071729509e-14,3.5080601347003276e-14,SDSS J013044.80+002325.8,22.6866722233,0.3905364028,QSO,QSO,Opt|*|QSO,0.2491,0.3574,20.08,19.89,,19.511,19.861,19.885,20.068,19.992,19.927,19.55,19.629,4014.452027298274,13093.376154154956,1.2387304616619833e+22,6.984336301873408e+31,3.9504716781724894e+32
747420152,22.2408,0.439623,6.543610054851602e-14,4.3139299912235e-14,[VV2006] J012857.8+002621,22.2408583286,0.4391504476,QSO,QSO,Opt|*|QSO,0.0978,0.3762,19.84,19.62,,18.81,19.122,18.86,19.438,19.408,19.278,18.971,18.933,10224.948875255624,33349.284253578735,3.15508955010225e+22,8.185602583628114e+32,4.555185488828154e+33
747420152,22.4699,0.37376,1.818580076568161e-14,2.8046800789488e-14,HD   9130,22.4707523391,0.3745463439,*,Star,NIR|*,2.3139,0.0282,9.33,8.12,,6.033,5.394,5.216,,,,,,432.1707938977484,1409.5509745451402,1.333539729461083e+21,4.064004786242555e+29,4.621461360452641e+35
747430131,24.2084,-0.54803,5.589989869646608e-14,2.3900300074003282e-14,SDSS J013650.01-003252.5,24.2083664782,-0.5479245419,QSO,QSO,UV|Opt|*|QSO,0.0727,0.4896,18.5,18.98,19.1,18.834,18.599,,19.519,19.242,19.091,18.849,18.773,13755.15818431912,44863.273727647866,4.244398321870702e+22,1.265473785700067e+33,-2.304614374011709e+33
747430131,24.4257,-0.399208,8.401750297001506e-15,4.400699961636936e-15,UCAC2  31616699,24.4258689974,-0.3992865662,PM*,HighPM*,PM*|Opt|NIR|*|MIR,8.969,0.0247,12.51,11.63,11.46,9.939,10.855,9.346,15.346,12.166,11.34,11.095,11.27,111.4951499609767,363.6481213067232,3.440380845133237e+20,1.2496623226321884e+28,7.570293307131509e+32
747430132,24.7154,-0.272632,1.4425899439850925e-13,1.3491500126285028e-14,LP  588-25,24.714205921,-0.2727470163,EB*,EclBin,PM*|Opt|NIR|*|MIR|**|EB*|LM*,20.3566,0.0738,,18.14,,13.146,12.62,12.36,20.921,19.042,17.702,15.888,14.774,49.12411699399704,160.22125502294097,1.5158118644567366e+20,4.165272015765642e+28,4.552705689344955e+30
747430132,24.5501,-0.500541,4.6595499268893565e-14,2.3641799171028422e-14,SDSS J013812.06-003002.4,24.5502762041,-0.5006814445,QSO,QSO,Opt|*|QSO,0.3433,0.2974,19.97,19.71,,19.015,18.814,,19.997,19.431,19.29,19.249,19.077,2912.9041654529565,9500.611709874744,8.988283076026798e+21,4.730502940052792e+31,3.133752903115298e+32
747430133,24.9112,-0.396708,5.71504987973738e-14,1.1656199958151243e-14,QSO J0139-0023,24.9113127098,-0.3966937015,QSO,QSO,Opt|*|QSO,0.4481,0.4539,19.53,19.21,,18.437,18.39,,19.322,19.007,18.677,18.577,18.57,2231.644722160232,7278.643160008926,6.886136085695157e+21,3.4055016214512674e+31,3.207210782653943e+32
747430133,24.9437,-0.411273,9.213060137925125e-14,2.174270048130745e-14,SDSS J013946.47-002440.8,24.9436422751,-0.4113574928,QSO,QSO,Opt|*|QSO,0.6915,0.4176,20.22,20.01,,19.681,19.579,,20.327,20.035,19.92,19.96,19.755,1446.1315979754158,4716.644974692697,4.462295849602314e+21,2.3053161415794373e+31,4.453203296856848e+31
747430133,24.7493,-0.522916,1.6999800479529197e-14,1.2445200137090311e-14,SDSS J013859.94-003126.9,24.7497886301,-0.5241643071,QSO,QSO,Opt|*|QSO,0.124,0.9866,20.29,20.16,,20.466,20.278,,20.727,20.741,20.666,20.292,20.114,8064.516129032258,26302.90322580645,2.4884496612903222e+22,1.322852456018198e+32,7.100087833710526e+32
747430134,24.9941,-0.602062,1.3032500426057858e-13,8.89146002376433e-14,SDSS J013958.65-003610.8,24.9943843932,-0.603027516,QSO,QSO,Opt|*|QSO,0.0125,0.3322,19.5,19.3,,19.496,19.109,,19.701,19.563,19.396,19.359,19.423,80000.0,260924.8,2.468542064e+23,9.979727337837896e+34,2.211857792535736e+35
747430135,25.4017,-0.172281,6.495120196889359e-13,6.726340133749592e-14,[VV2006] J014136.4-001019,25.401667218,-0.1721463284,QSO,QSO,Opt|blu|G|NIR|*|QSO|EmO,0.0665,0.1802,18.54,18.49,,17.246,16.249,15.474,17.964,17.899,18.108,18.098,17.653,15037.593984962405,49046.01503759398,4.640116661654135e+22,1.7573362022014742e+34,3.6678349780491607e+34
747430135,25.4518,-0.15812,2.2835401104759345e-13,3.767760097515317e-14,BD-00   262,25.4519230062,-0.1586365102,PM*,HighPM*,X|PM*|Opt|NIR|*,18.8986,0.0401,10.49,9.66,,8.17,7.752,7.612,12.198,10.175,9.508,12.849,9.667,52.91397246356873,172.58209602827722,1.6327545849957142e+20,7.64998057556356e+28,1.1320363599913488e+33
747430135,25.201,-0.305305,5.655509900995801e-14,1.900319941824328e-14,SDSS J014048.22-001819.7,25.2009685927,-0.3054985584,QSO,QSO,Opt|*|QSO,0.1864,0.399,19.3,19.16,,19.23,18.825,19.058,19.128,18.976,19.036,18.856,18.967,5364.806866952789,17497.63948497854,1.6554064270386264e+22,1.947560263887856e+32,1.529440033309142e+33
747430135,25.5537,-0.41475,1.7151099876260017e-13,3.7260901422685525e-14,[VV2006] J014212.9-002453,25.5535848691,-0.4148675659,QSO,QSO,Opt|*|QSO,0.2249,0.3795,19.71,19.41,,19.647,19.702,,19.761,19.738,19.413,19.415,19.58,4446.42063139173,14502.26767452201,1.3720220453534907e+22,4.057177600977028e+32,6.793632112155157e+32
747430135,25.3714,-0.386246,1.994559980502894e-14,4.361240084756147e-15,SDSS J014129.08-002310.1,25.3711957348,-0.38616363,QSO,QSO,Opt|*|QSO,0.2887,0.5552,19.9,19.68,,19.799,19.305,,19.925,19.797,19.706,19.499,19.661,3463.8032559750604,11297.402147558018,1.0688180048493246e+22,2.8632844009200223e+31,3.363442518117536e+32
747430135,25.2634,-0.194934,8.529980243194082e-14,3.077750118023019e-14,SDSS J014103.23-001141.7,25.2634918049,-0.1949235208,QSO,QSO,Opt|*|QSO|Rad,0.041,0.652,20.93,20.58,,19.772,19.908,19.595,20.894,20.677,20.348,19.931,19.858,24390.243902439022,79550.24390243902,7.52604287804878e+22,6.071433825721005e+33,9.476902418308544e+33
747430136,25.5408,-0.396974,4.1471698715130415e-14,1.1728799999093358e-14,[VV2006] J014209.7-002347,25.5405049298,-0.3967720767,QSO,QSO,Opt|*|QSO,0.1914,0.2095,19.56,19.17,,18.567,18.045,,19.613,19.274,18.838,18.676,18.603,5224.660397074191,17040.543364681296,1.6121617450365727e+22,1.3544996961795815e+32,1.538378883142123e+33
747430137,25.7575,-0.44887,1.6847400617593308e-14,1.4143600299190012e-14,SDSS J014301.82-002655.7,25.7575971874,-0.4488350038,QSO,QSO,Opt|*|QSO,0.1193,0.3097,19.51,19.23,,18.675,18.589,,20.063,19.203,19.011,18.872,18.806,8382.229673093043,27339.145012573343,2.586485817267393e+22,1.4163251590717238e+32,3.321444295904419e+33
747430138,26.0533,-0.102918,2.8299601160727853e-13,6.428509796967824e-14,[BTW2010] SS15,26.0532056332,-0.102922681,Sy1,Seyfert1,AGN|Opt|*|QSO|Sy1,0.955,1.5226,21.0,20.35,,18.2,17.34,16.29,21.41,20.625,19.842,19.567,19.06,1047.1204188481677,3415.2460732984296,3.2310760000000004e+21,3.712654415508202e+31,4.044211456144884e+31
747430138,25.9397,-0.159998,4.23945987094044e-14,1.2875199800895746e-14,SDSS J014345.52-000936.5,25.9396416486,-0.1601651134,QSO,QSO,Opt|*|QSO,0.5504,0.6684,20.43,20.11,,,,,20.549,20.383,20.059,20.039,20.038,1816.860465116279,5925.799418604651,5.606245603197675e+21,1.6744208851741917e+31,7.817868572145491e+30
747430138,25.9996,-0.168142,7.085059942164505e-14,3.1840398780026355e-14,HD  10657,25.9996989602,-0.1688731551,*,Star,NIR|*,2.7419,0.0263,9.71,8.82,,7.25,6.773,6.691,,,,,,364.71060213720415,1189.5255115066195,1.1253793282030708e+21,1.1275901145547898e+30,1.3676565004636533e+35
747430138,25.694,-0.171774,2.9512098331536264e-14,2.1297899763781693e-14,SDSS J014246.46-001018.4,25.6936109987,-0.1718054974,QSO,QSO,Opt|*|QSO,0.2822,0.8142,19.87,19.68,,19.746,19.729,19.319,20.802,20.073,20.006,19.986,19.75,3543.586109142452,11557.618710134657,1.0934364209780298e+22,4.43401363687261e+31,2.4274581155988027e+32
744411401,55.2342,-53.4969,2.848030039343148e-14,5.6944000635162674e-15,CD-53   746,55.2341812784,-53.4967844103,*,Star,NIR|*,2.0249,0.01,11.369,10.646,,9.329,8.919,8.895,,10.978,10.424,10.285,,493.8515482246037,1610.7264556274383,1.5238666502049484e+21,8.310905783396413e+29,3.8648323819858846e+34
744411501,55.6708,-53.9095,3.257639926042277e-14,2.7724099871308944e-15,TYC 8500-1217-1,55.6707594363,-53.9095443636,*,Star,NIR|*,4.864,0.1071,12.77,12.19,,10.635,10.267,10.215,,,,,,205.5921052631579,670.5509868421052,6.343909498355262e+20,1.6475056044330535e+29,1.964943280178476e+33
744412001,206.86,27.0759,6.660459943991226e-14,1.7442100755794658e-14,QSO B1345+2719,206.860160378,27.0757911496,QSO,QSO,AGN|Opt|blu|*|QSO|Q?,0.1936,0.1636,19.0,18.78,,,,,18.967,18.525,18.379,18.296,18.069,5165.289256198347,16846.90082644628,1.5938417252066115e+22,2.126201738412649e+32,5.961147923625537e+32
744412001,207.196,26.9841,2.05974001282706e-14,5.738150162274899e-15,QSO B1346.5+2713,207.1965297758,26.9843318095,QSO,QSO,*|QSO,0.1784,0.5622,20.02,19.94,,,,,,,,,,5605.3811659192825,18282.286995515693,1.729639899103139e+22,7.743435045812504e+31,2.77933462004982e+32
744412001,207.105,27.1044,2.287389942983841e-14,9.461939932465298e-15,QSO B1346.1+2721,207.10479376,27.1044915789,QSO,QSO,AGN|Opt|NIR|*|QSO|Rad,0.0385,0.1638,18.48,18.28,,16.682,16.325,15.737,18.384,18.093,17.959,17.922,17.702,25974.02597402597,84715.84415584416,8.014746961038961e+22,1.8464166270636204e+33,1.1840353926362994e+35
744412001,207.087,27.1718,2.2423399874643528e-14,1.9294099331450612e-14,UCAC4 586-050043,207.0874001977,27.1715896302,*,Star,NIR|*,1.6542,0.0397,16.981,16.021,15.818,13.705,13.118,12.958,,16.52,15.505,15.187,,604.5218232378189,1971.6841977995405,1.8653594365856608e+21,9.804746799311928e+29,5.800503451730037e+32
744412201,124.413,-7.61258,1.2717999803247768e-14,3.182049943499651e-15,2MASS J08173926-0736451,124.4136098889,-7.612576735,*,Star,NIR|*|GiC,4.4122,0.0477,18.37,17.0,16.11,13.358,12.748,12.489,,,,,,226.64430442862968,739.2139975522414,6.993512488101173e+20,7.816626981192941e+28,9.33993735562027e+31
744412201,124.384,-7.45082,3.2531799587618045e-15,2.788249926761024e-15,TYC 4860-1072-1,124.3840043909,-7.4504945165,*,Star,X|NIR|*,2.6709,0.0265,12.06,11.24,,10.455,10.279,10.213,,,,,,374.4056310606911,1221.1464300423077,1.1552950615897262e+21,5.456369668049255e+28,1.2159636493077395e+34
744412201,124.602,-7.57193,1.7033300632593104e-14,1.5386099376990193e-14,HD  69789,124.6028273419,-7.5712808696,*,Star,NIR|*,8.95,0.0417,7.82,7.58,,7.088,6.99,6.931,,,,,,111.731843575419,364.4201117318436,3.447684446927375e+20,2.544272917257667e+28,3.219206331181497e+34
744412301,124.497,-7.20766,4.440120027969204e-15,4.353029794398411e-15,HD  69722,124.4960946961,-7.2078776206,gD*,gammaDorV*,NIR|*|gD*|Pu*,3.6958,0.0177,10.25,9.75,,9.041,8.917,8.834,,,,,,270.5774121976297,882.5044645273011,8.349146544726446e+20,3.889454919325324e+28,2.5551358732286714e+34
744412401,123.944,-7.63364,4.2744999299024553e-14,3.551609994870229e-15,HD  69226,123.9436689827,-7.6339305045,*,Star,NIR|*|RG*,2.0017,0.0205,10.76,9.46,,7.4,6.868,6.715,,,,,,499.5753609431983,1629.3950142378976,1.5415284907828346e+21,1.2764337829293345e+30,1.730475310036593e+35
744412401,123.916,-7.58874,7.566020157395367e-15,4.381470196151895e-15,ATO J123.9159-07.5890,123.9159939547,-7.5890574086,V*,Variable*,V*|Opt|NIR|*,0.0799,0.1253,15.736,14.953,14.87,13.375,13.04,13.002,,15.329,14.692,14.458,,12515.644555694618,40820.52565707134,3.861924380475594e+22,1.4180282711056296e+32,3.965327112858957e+35
744412401,123.8,-7.51006,6.077710000719624e-15,5.909709909477681e-15,BD-07  2396,123.7997592394,-7.5100457552,Em*,EmLine*,Opt|NIR|*|Em*,6.3008,0.0157,10.93,10.17,,9.197,8.949,8.847,,,,,,158.71000507872017,517.6422041645505,4.89727904393093e+20,1.8317219044502785e+28,6.174425439603005e+33
744412601,124.694,-7.45426,1.1299500153908945e-13,4.764650113797848e-15,ATO J124.6941-07.4541,124.6940587636,-7.4540934958,EB?,EclBin_Candidate,Opt|NIR|*|MIR|EB?,1.4107,0.0194,13.327,12.203,11.908,10.162,9.693,9.519,,13.184,11.777,11.738,,708.8679379031686,2312.015311547458,2.18733790316864e+21,6.79361378570746e+30,2.299396035976928e+34
744412601,124.901,-7.34265,6.555690099932164e-14,3.0328600823239724e-14,HD  70035,124.9015221539,-7.3427188803,*,Star,NIR|*,2.3944,0.0222,9.58,8.56,,6.794,6.332,6.224,,,,,,417.64116271299696,1362.1617106582023,1.2887059722686266e+21,1.3681570788552567e+30,2.433680980777569e+35
744412601,124.748,-7.55508,2.834770077367061e-14,5.699890107563896e-15,TYC 5427-277-1,124.7485199142,-7.5543947561,*,Star,NIR|*,1.2322,0.0181,12.32,11.97,,11.148,11.026,10.965,,,,,,811.5565654926148,2646.9404317480926,2.5042018990423634e+21,2.2339136664101444e+30,3.104414709911036e+34
744412601,124.897,-7.42337,1.3668900165659126e-14,1.1947599620797458e-14,TYC 4860-120-1,124.8969441031,-7.4232345027,Em*,EmLine*,Opt|NIR|*|Em*,6.1007,0.0207,12.18,11.32,,10.322,9.967,9.87,,,,,,163.91561624075925,534.6206173062106,5.057907420459947e+20,4.394254307698721e+28,2.2943529903952177e+33
744412601,124.915,-7.62048,1.593959983263709e-14,2.0713999295657835e-14,ATO J124.9149-07.6208,124.9149350198,-7.6207428122,V*,Variable*,V*|Opt|NIR|*|MIR,2.1557,0.0348,17.385,16.049,15.585,13.268,12.664,12.453,,16.667,15.468,15.153,,463.8864405993413,1512.9934592011875,1.4314039894233891e+21,4.104041320716832e+29,4.839912183960525e+32
744412601,124.833,-7.3032,1.0086900322707308e-14,1.1221799958184824e-14,ATO J124.8329-07.3034,124.8329126366,-7.3034771706,V*,Variable*,V*|Opt|NIR|*|MIR,1.9221,0.0395,17.031,15.799,15.794,13.613,13.009,12.857,,16.84,15.394,15.209,,520.2642942614849,1696.8732115914886,1.6053678684771865e+21,3.266756213643563e+29,4.742896123641641e+32
744412701,194.498,-16.8736,1.4925299901156694e-14,5.346779859545471e-15,TYC 6111-1262-1,194.4973378113,-16.8735295529,*,Star,NIR|*,5.1726,0.0359,11.476,10.862,,9.739,9.482,9.442,,11.164,10.705,10.596,,193.3263735838843,630.5455670262537,5.965428565904961e+20,6.674461456756018e+28,4.380142372328696e+33
744412901,194.349,-17.6877,6.949330027443759e-14,6.473979965532445e-15,UCAC4 362-063160,194.349399538,-17.6877038681,*,Star,NIR|*|MIR,2.4821,0.0145,14.252,13.423,13.348,11.843,11.412,11.304,,13.824,13.181,12.943,,402.88465412352446,1314.0324725031223,1.243172144555014e+21,1.349631922467893e+30,1.718720968246983e+33
744412901,194.386,-17.9513,3.114120018712224e-14,2.2269600714278776e-14,TYC 6114-120-1,194.3866645978,-17.9509550504,*,Star,NIR|*,3.7074,0.0173,11.26,10.64,,9.792,9.592,9.582,,,,,,269.7308086529644,879.7432162701624,8.323023088957222e+20,2.7108619961105e+29,1.1370703865582018e+34
744413001,194.691,-17.2916,1.1501499893543793e-13,4.583800109229583e-15,2MASS J12584575-1717307,194.6906654931,-17.2918526988,Pe*,ChemPec*,NIR|*|Pe*,4.1289,0.0205,13.83,12.96,,11.307,10.791,10.733,,,,,,242.19525781685195,789.9343650851316,7.473364770277799e+20,8.072289050244755e+29,1.3824742673896169e+33
744413101,184.373,4.08104,2.842050054498169e-13,1.5229399975814038e-14,[VV2006] J121729.4+040452,184.372744519,4.0810236953,QSO,QSO,AGN|X|Opt|*|QSO,0.0658,0.1743,19.11,18.88,,18.038,18.474,18.138,19.175,18.83,18.759,18.884,18.8,15197.568389057751,49567.7811550152,4.689479604863222e+22,7.853999862291027e+33,1.6410363784077134e+34
744413101,184.285,4.23595,1.8491799888206706e-13,2.477719940297777e-14,[VV2006] J121708.5+041409,184.2853301922,4.2360447962,QSO,QSO,UV|X|Opt|*|QSO,0.2187,0.1102,17.2,18.4,17.1,18.055,18.0,17.779,18.51,18.397,18.123,18.107,18.219,4572.473708276178,14913.397347965249,1.4109179606767262e+22,4.625860938535885e+32,-1.123749399996264e+33
744413501,276.369,30.3141,1.4416500762268192e-14,2.50030997018787e-15,TYC 2623-2160-1,276.3686029652,30.3140941926,*,Star,NIR|*,1.0966,0.018,11.35,10.29,,8.484,8.069,7.947,,,,,,911.9095385737736,2974.247674630677,2.813858818165238e+21,1.434413388628915e+30,2.3763463351730667e+35
744413501,276.476,30.549,9.260510415410542e-15,1.363530027446568e-15,TYC 2623-1511-1,276.4760871092,30.548966566,*,Star,NIR|*,4.2077,0.0124,12.56,12.42,,10.774,10.471,10.396,,,,,,237.6595289588136,775.1408132709081,7.333406801815719e+20,6.258299492974651e+28,2.2926325825579225e+33
744413601,276.4,30.9815,3.397030039534697e-14,7.647280263190209e-15,TYC 2623-747-1,276.3999599265,30.9814377216,*,Star,NIR|*,4.3151,0.0364,10.87,10.43,,9.47,9.272,9.213,,,,,,231.74433964450407,755.848068410929,7.150883131329517e+20,2.1828737180157725e+29,1.068069975847997e+34
744413701,275.988,30.3184,7.39950025622875e-15,2.7205999463626642e-15,TYC 2623-913-1,275.9870732454,30.3184706493,*,Star,NIR|*,3.1896,0.0129,11.96,11.54,,10.608,10.368,10.304,,,,,,313.51893654376727,1022.5608226736896,9.674183533985454e+20,8.702437207135491e+28,7.027594772294945e+33
744413801,276.532,30.1066,9.049190094630698e-15,3.279140036287491e-15,TYC 2623-1970-1,276.5318592033,30.1068557026,*,Star,NIR|*,3.0273,0.0099,13.01,12.63,,10.827,10.484,10.411,,,,,,330.3273544082186,1077.3824860436694,1.0192837115581542e+21,1.1814347579677565e+29,3.772043127179692e+33
744413901,276.809,30.3695,3.483780104673873e-13,1.2205200127749383e-14,V* V650 Lyr,276.8094250967,30.3695530252,BY*,BYDraV*,X|V*|SB*|BY*|NIR|*,1.3567,0.0128,12.03,11.07,,8.936,8.353,8.208,,,,,,737.0826269624824,2404.039212795754,2.274399336625636e+21,2.2646132223261e+31,9.094878377202891e+34
744413901,276.888,30.4318,2.2590299246570515e-14,3.5018400329554604e-15,TYC 2624-1011-1,276.8884729532,30.4318467774,SB*,SB*,SB*|NIR|*,0.8571,0.0151,12.72,11.32,,9.527,8.988,8.844,,,,,,1166.7250029168126,3805.343600513359,3.6001371835258435e+21,3.6793402189627815e+30,1.5009667227245529e+35
744413901,276.809,30.5378,1.6960399894954716e-14,3.5927601259972626e-15,TYC 2624-486-1,276.8095839785,30.5381559822,*,Star,NIR|*,2.9188,0.0126,12.88,11.69,,10.746,10.549,10.487,,,,,,342.6065506372482,1117.431821296423,1.0571733520624914e+21,2.3819814047860207e+29,6.760824806257934e+33
744413901,276.717,30.2514,1.1851199648103394e-14,8.711389967133894e-15,BD+30  3205,276.7159234031,30.2512787215,*,Star,NIR|*,5.3317,0.4203,11.69,11.19,,9.67,9.3,9.242,,,,,,187.55743946583644,611.7298422641935,5.7874178592193865e+20,4.988177036208504e+28,4.093869530981845e+33
744420101,276.472,-13.0918,1.1487399844290621e-13,1.1945499826121216e-14,UCAC4 385-102698,276.471648692,-13.0916366712,Y*?,YSO_Candidate,NIR|Y*?|*,4.7234,0.0584,16.101,14.637,14.541,11.456,10.736,10.495,,15.397,14.044,13.236,,211.71190244315537,690.5110725324978,6.532746707879917e+20,6.160603261521965e+29,4.711924614672098e+32
744420101,276.525,-13.047,1.0369100360513391e-14,2.1100600802894226e-15,UCAC4 385-102826,276.5255423797,-13.0473274253,*,Star,NIR|*|MIR,0.3499,0.0268,16.227,14.149,13.581,9.31,8.681,8.401,,15.251,13.191,11.952,,2857.959416976279,9321.406116033151,8.818741297513575e+21,1.0133609088155628e+31,5.280651134159943e+35
744420101,276.38,-12.777,1.3140999586777091e-14,1.6360500668523122e-14,ATO J276.3800-12.7771,276.3800965457,-12.7771276491,LP*,LongPeriodV*,V*|Opt|NIR|*|MIR|LP*,1.2755,0.017,14.12,12.92,12.644,10.508,9.88,9.718,,13.493,12.46,11.97,,784.0062720501763,2557.083496667973,2.419190576244609e+21,9.664478623315424e+29,1.8405672145743665e+34
744420101,276.417,-12.8731,5.409799957854138e-15,5.244869937529517e-15,TYC 5698-2445-1,276.4175185266,-12.8722144091,*,Star,*,1.0302,0.0324,11.53,10.86,,,,,,,,,,970.6853038245,3165.9483595418365,2.995221879246748e+21,6.098865686637098e+29,2.507825582852339e+34
744440101,191.647,2.36912,1.039460011120763e-11,1.8527300733092028e-14,LBQS 1244+0238,191.6468865944,2.3691062629,Sy1,Seyfert1,UV|X|AGN|Opt|SyG|G|gam|NIR|var|*|IR|MIR|QSO|Sy1|Rad,0.0514,0.0525,16.57,16.37,,14.829,14.025,13.191,16.473,16.074,15.849,15.622,15.52,19455.252918287937,63454.4747081712,6.003263774319066e+22,4.707523561609649e+35,4.407475212884759e+35
744440101,191.531,2.36485,1.6298499550849999e-13,1.0108099863311187e-14,GALEX J124607.4+022153,191.5311161817,2.3647187567,Sy1,Seyfert1,UV|AGN|X|*|Sy1,0.0325,0.4806,18.8,19.63,19.1,,,,,,,,,30769.23076923077,100355.6923076923,9.494392553846154e+22,1.846255733173449e+34,2.640431354424216e+34
744440101,191.699,2.16547,1.0701700213933825e-13,2.0125699338405942e-14,[VV2006] J124647.8+020955,191.699182696,2.1654559914,QSO,QSO,UV|X|Opt|GiG|*|QSO,0.205,0.6202,18.6,20.74,19.3,,,,20.664,20.42,20.014,20.11,19.928,4878.048780487805,15910.048780487805,1.505208575609756e+22,3.0468846500996608e+32,-1.3835302919767577e+33
744440101,191.562,2.46509,4.8049299185715786e-15,3.2458399947573723e-15,HD 111005,191.5617626962,2.4642948332,*,Star,UV|NIR|*|**,6.8441,0.0352,8.3,7.97,,7.205,7.069,6.997,,,,,,146.1112491050686,476.5506056311275,4.508522055493052e+20,1.2273412164074382e+28,3.9771188975024417e+34
744440501,191.743,2.33674,1.9113099402050682e-15,1.695700032822091e-15,TYC  290-920-1,191.7430411375,2.3377426234,*,Star,NIR|*,3.9196,0.0166,12.57,12.3,,11.202,10.825,10.774,,,,,,255.12807429329524,832.1155219920399,7.872429788753954e+20,1.4885333679011094e+28,2.4798853562376e+33
744450101,180.136,-20.108,8.573640387053716e-15,6.730270112514968e-15,TYC 6100-658-1,180.1362962769,-20.1071383286,*,Star,*,4.1734,0.0165,12.84,12.17,,,,,,,,,,239.612785738247,781.5114774524368,7.393678008338526e+20,5.889740958195222e+28,4.5725703515439605e+32
744450301,25.0711,-0.834149,5.297890164762675e-12,1.7743200639752828e-14,LEDA    6178,25.0711162445,-0.8341740496,Sy1,Seyfert1,V*|AGN|X|Opt|blu|G|NIR|IR|*|MIR|QSO|Sy1|EmO,0.0034,0.0468,16.46,16.3,16.3,16.484,16.057,13.85,16.148,16.146,16.2,16.316,15.721,294117.64705882355,959282.3529411764,9.075522294117649e+23,5.483477556532063e+37,4.3162996789528655e+37
744450301,25.211,-0.734787,2.1019499346370402e-13,8.618250224253811e-15,[VV2006] J014050.6-004404,25.2109697785,-0.7347428243,QSO,QSO,Opt|NIR|*|QSO,0.0342,0.2293,18.37,18.13,,16.902,16.158,15.857,18.001,17.715,17.575,17.476,17.513,29239.766081871345,95367.2514619883,9.022449064327486e+22,2.15021114956945e+34,1.913687140360221e+35
744450301,25.1412,-0.765945,1.794009954697931e-13,8.981140314681234e-15,SDSS J014033.90-004557.5,25.14130075,-0.7660180649,QSO,QSO,Opt|*|QSO,1.4574,0.6079,19.66,19.6,,19.067,18.767,,20.272,19.797,19.949,19.775,19.624,686.1534239055853,2237.9305612735006,2.1172482365857008e+21,1.0105976225562288e+31,1.0722145839032409e+31
744450301,25.0208,-0.735503,1.8182900524870225e-14,3.0558699864460204e-15,HD  10233,25.020603139,-0.7356898004,PM*,HighPM*,PM*|NIR|*,6.0188,0.0185,9.58,9.17,,8.348,8.16,8.098,,,,,,166.14607562969363,541.8953944307835,5.1267322057553e+20,6.0055708136148905e+28,1.7070201327123542e+34
744450301,24.9366,-0.939387,3.323699898543698e-15,2.4712499638334696e-15,BD-01   228,24.9362965306,-0.9392597368,*,Star,NIR|*,4.8756,0.0212,10.225,9.981,,9.123,8.947,8.875,,10.257,9.972,9.655,,205.10296168676675,668.9556157190909,6.328816104684551e+20,1.6729255773240906e+28,8.715113369986205e+33
744450301,24.9353,-0.648167,5.4813799170178735e-14,1.8369500189084446e-14,SDSS J013944.45-003853.7,24.9352161472,-0.64828259,QSO,QSO,Opt|*|QSO,0.0691,0.3692,19.98,19.65,,19.828,19.69,,19.796,19.743,19.426,19.44,19.583,14471.780028943562,47200.57887120116,4.46552471780029e+22,1.373550918218109e+33,6.964658401125788e+33
744460101,154.26,-57.9129,6.041539745696088e-14,5.9615500199155375e-15,HD  89358,154.2594763464,-57.9130209051,WR*,WolfRayet*,V*|Er*|NIR|*|Em*|WR*,0.3041,0.011,11.19,10.83,10.59,8.566,8.21,7.676,,10.94,10.46,9.9,,3288.391976323578,10725.287734297928,1.0146917395593557e+22,7.816741511538158e+31,1.7327666618822622e+36
744460101,154.404,-58.0449,4.105559886198942e-14,6.263189887377582e-15,UCAC4 160-044418,154.403584891,-58.0448187795,EB*,EclBin,NIR|*|MIR|EB*,1.5794,0.0152,14.32,13.543,13.611,12.043,11.633,11.594,,13.925,13.333,13.031,,633.1518298087882,2065.062682031151,1.953702405976953e+21,1.969241946743392e+30,3.4298512305237064e+33
744460101,154.331,-57.9172,3.746519899329968e-15,1.882909984274816e-15,TYC 8608-488-1,154.3317366807,-57.9174728853,*,Star,NIR|*,1.0206,0.0134,12.88,11.97,,9.99,9.485,9.388,,,,,,979.8157946306096,3195.7280031354107,3.023395630021556e+21,4.303560073919002e+29,6.439819394531198e+34
744460101,154.737,-57.881,7.40198968606073e-15,3.0718799679403103e-15,TYC 8608-499-1,154.7377718022,-57.8809264022,*,Star,NIR|*,2.179,0.0175,11.67,11.31,,10.396,10.2,10.152,,,,,,458.9261128958238,1496.8150527765029,1.4160980174391924e+21,1.8652840180647228e+29,1.863565174033848e+34
