EXTraS_Ape_v0.OBS_ID,EXTraS_Ape_v0.XMM_RA,EXTraS_Ape_v0.XMM_DEC,EXTraS_Ape_v0.XMM_EP_8_FLUX,EXTraS_Ape_v0.XMM_EP_8_FLUX_ERR,main_id,ra,dec,otype,main_type,other_types,plx,plx_err,B,V,R,J,H,K,u,g,r,i,z,distance_pc,distance_ly,distance_cm,XLuminosity,VisibleLuminosity
690744401,84.7366,-69.0988,1.1211200187882884e-14,3.295490101510104e-15,2MASS J05385604-6905540,84.7335834005,-69.0983728545,SB*,SB*,SB*|NIR|IR|*,0.0068,0.0287,15.71,15.6,,15.672,15.28,15.28,,,,,,147058.82352941178,479641.17647058825,4.537761147058824e+23,2.900983349038425e+34,3.3329642385965835e+37
690744401,84.4545,-69.0855,1.867740005354317e-14,5.447869853668482e-15,HD 269891,84.4543099774,-69.08561619,WR*,WolfRayet*,V*|X|SB*|NIR|*|MIR|Em*|WR*,0.24,0.5,9.447,11.39,11.55,10.947,10.862,10.731,,11.44,11.39,11.53,,4166.666666666667,13589.833333333334,1.2856989916666668e+22,3.879760272721724e+31,-2.469002153365945e+36
690744401,84.854,-69.099,6.724420079464756e-15,3.482629960986444e-15,VFTS 787,84.8532888629,-69.0976702336,SB*,SB*,SB*|*|IR,0.0252,0.0518,16.68,16.53,,16.12,16.06,16.07,,,,,,39682.53968253968,129426.98412698413,1.2244752301587302e+23,1.266965265944334e+33,1.0702777211874158e+36
690744501,83.4118,-69.1818,8.328799584419231e-15,9.67435038464826e-15,RM 1-618,83.4139466955,-69.181286642,s*r,RedSG,NIR|*|MIR|s?r|LP?|s*r,0.0208,0.013,15.71,14.086,13.19,10.202,9.35,9.045,,,,,,48076.92307692308,156805.76923076922,1.4834988365384617e+23,2.303385857100655e+33,8.059591300030857e+37
690740801,79.9464,-68.4715,1.9977900559439536e-14,1.965499974148493e-14,HD 269373,79.9460247867,-68.4709833088,*,Star,NIR|*|MIR,3.1716,0.0123,11.69,11.24,,10.352,10.124,10.054,,,,,,315.2982721654685,1028.3642325640055,9.729088094337242e+20,2.376314854236995e+29,9.235444513910772e+33
690740801,80.4502,-68.3359,5.415649990904351e-15,4.948289821377896e-15,OGLE LMC-LPV-45943,80.4527974177,-68.3356636336,LP*,LongPeriodV*,NIR|*|LP*,0.0256,0.045,,16.998,16.1,14.461,13.733,13.765,,,,,,39062.5,127404.6875,1.2053428046875e+23,9.887388793835792e+32,1.2553277154185894e+36
690741101,79.6387,-68.2254,2.887020050107436e-13,1.3576299982766443e-14,V* RW Dor,79.635604772,-68.225771666,SB*,SB*,V*|X|PM*|SB*|NIR|*|MIR|EB*,8.0925,0.0114,11.85,11.16,8.66,9.282,8.781,8.709,,,,,,123.57120790855733,403.03490886623416,3.81300905776954e+20,5.274670533670289e+29,4.779472120029824e+33
690741101,79.292,-68.1357,1.2749100311972104e-14,4.214630116531216e-15,HD  35140,79.2926166679,-68.1346546766,Pe*,ChemPec*,NIR|*|MIR|Pe*,2.4192,0.0147,9.92,9.73,,9.373,9.308,9.245,,,,,,413.3597883597884,1348.1977513227512,1.275495031415344e+21,2.6064352748512e+29,6.010530636166956e+34
690741101,79.7685,-67.944,6.9910901916994065e-15,2.3586699677809533e-15,HD 269336,79.7703048065,-67.9447332354,*,Star,NIR|*,4.0313,0.0131,12.288,11.702,11.63,10.622,10.328,10.284,,,,,,248.0589388038598,809.059112445117,7.654299059856622e+20,5.1471357440464215e+28,2.9711291059718195e+33
690741201,79.0313,-68.2599,1.4071800365569877e-12,2.101920051314661e-14,HD 269262,79.0306666955,-68.2598157823,Er*,Eruptive*,V*|X|Er*|Ro*|NIR|*|MIR,5.7658,0.0112,11.43,10.6,8.43,9.274,8.849,8.751,,,,,,173.43647022095809,565.673453813868,5.35169027715148e+20,5.064557096799679e+30,1.1471650771110955e+34
690741201,79.2247,-68.3523,2.7541299996896105e-14,2.4147799713059203e-15,WOH S 216,79.2240809731,-68.3524255617,SB*,SB*,PM*|SB*|NIR|*|MIR,22.0041,0.0347,14.4,11.23,,8.977,8.312,8.101,,,,,,45.44607595857136,148.225103503438,1.4023193768434064e+20,6.805940843568341e+27,3.0787256630987488e+32
690741201,78.9762,-68.2895,1.5239999746115982e-14,5.557630077039589e-15,HD 269259,78.9761169457,-68.2895388185,SB*,SB*,SB*|NIR|*,2.4144,0.0111,12.594,12.089,,11.05,10.766,10.721,,,,,,414.181577203446,1350.878064943671,1.2780308068257122e+21,3.1280772444803262e+29,7.523214533086332e+33
690741201,78.9633,-68.523,4.0524000984292624e-14,1.220719997253785e-14,MQS J051551.12-683121.6,78.9629075554,-68.5226871371,AGN,AGN,AGN|*|Q?,0.0983,0.2924,19.713,19.266,,,,,,,,,,10172.93997965412,33179.654120040694,3.1390412817904376e+22,5.01783337295498e+32,1.3559643884363846e+33
690741201,79.4646,-68.4356,7.754979655400646e-15,3.375970089960524e-15,2MASS J05175137-6826082,79.4640296818,-68.4356453799,*,Star,NIR|*|MIR,2.2322,0.1253,,13.95,,12.022,11.583,11.471,,,,,,447.9885314935937,1461.1414747782453,1.382348167726906e+21,1.8621960849619783e+29,1.828066705781912e+33
690741201,79.623,-68.454,8.763579902178967e-15,6.574399956594179e-15,HD 269324,79.6230207717,-68.4538348403,*,Star,NIR|*,2.5727,0.1484,12.07,11.58,,10.548,10.284,10.231,,,,,,388.6966999650173,1267.7576087379016,1.1993926925020407e+21,1.5842153307651422e+29,1.0575522297778543e+34
690741201,79.5795,-68.4406,5.88226011275601e-15,4.432240080460897e-15,SHV 0518320-682929,79.579880266,-68.4403166174,V*,Variable*,V*|NIR|*|MIR,2.3863,0.0126,12.5,12.9,12.25,11.528,11.278,11.199,,,,,,419.0587939487911,1366.7853999916188,1.293080325189624e+21,1.2359619378114217e+29,4.361481196614152e+33
690741501,82.1357,-68.6034,8.01693021863781e-13,2.0607300249358102e-14,HD 269602,82.1350897168,-68.6037592942,EB*,EclBin,V*|NIR|*|EB*,4.6559,0.0134,12.11,11.336,,9.922,9.584,9.451,,,,,,214.78124530166025,700.521918426083,6.627456732318133e+20,4.4249846615660486e+30,4.403195567053097e+33
690741501,81.7506,-68.6226,1.0376299971158465e-13,1.2341299687648311e-14,HD  36584B,81.7494987484,-68.622901089,*,Star,*|**,12.4171,0.0384,7.28,6.91,,,,,,,,,,80.534102165562,262.6668062591104,2.485022734777041e+20,8.052173333379681e+28,7.790557716603136e+33
690741501,81.7506,-68.6226,1.0376299971158465e-13,1.2341299687648311e-14,HD  36584,81.7491822563,-68.6225411201,**,**,UV|X|NIR|IR|*|MIR|**,12.84,0.6,6.49,6.12,7.24,5.332,5.195,5.117,,,,,,77.88161993769471,254.0155763239876,2.4031756853582555e+20,7.5304932741802065e+28,3.718323600554501e+34
690741501,81.7506,-68.6226,1.0376299971158465e-13,1.2341299687648311e-14,HD  36584A,81.7491800888,-68.6225368743,*,Star,*|**,12.4037,0.0261,6.96,6.62,,,,,,,,,,80.62110499286503,262.9505712005288,2.4877073615130968e+20,8.069580624044374e+28,1.0384274933988054e+34
690741501,82.1383,-68.4729,1.1364399648920982e-14,7.187709832163179e-15,OGLE LMC-ECL-16745,82.1364915651,-68.4732932901,EB*,EclBin,NIR|*|EB*,0.4603,0.0308,,15.96,,14.161,13.61,13.504,,,,,,2172.4961981316533,7085.726699978274,6.70362281121008e+21,6.417642228023869e+30,6.458887686004282e+33
690741701,83.6629,-68.2058,3.0776799836949864e-14,1.5294399590120442e-14,HD  37668,83.6654752099,-68.2051251775,*,Star,NIR|IR|*|MIR,2.5445,0.0164,9.16,7.93,,5.838,5.226,5.027,,,,,,393.0045195519748,1281.807820789939,1.2126852348202005e+21,5.6876059994574966e+29,4.539671705479501e+35
690741901,79.0107,-67.5984,6.232730159077844e-15,3.828109924457765e-15,AL 118,79.0106535945,-67.5982784704,Em*,EmLine*,NIR|*|Em*,8.0676,0.0945,16.19,14.74,14.39,11.572,10.937,10.722,,15.45,14.15,13.31,,123.95260052555902,404.2788437701423,3.824777604244137e+20,1.145778224731118e+28,1.4453219679090692e+32
690742001,77.4533,-67.8687,1.4403100701042632e-14,3.713740063084407e-14,HD  34143,77.4527184936,-67.8684757145,*,Star,NIR|*|MIR,7.9899,0.0221,10.688,10.14,,8.961,8.629,8.643,,10.804,10.026,9.792,,125.15801199013757,408.210365586553,3.861972715553386e+20,2.699505791620499e+28,3.407857757711676e+33
690742101,78.401,-68.0215,8.248160184368136e-14,5.776229798968137e-15,HD  34651,78.4022827121,-68.0215656509,*,Star,NIR|*|MIR,6.9732,0.0138,8.7,8.41,,7.72,7.603,7.531,,,,,,143.40618367464003,467.7278724258589,4.4250524579819874e+20,2.029568892167637e+29,2.532679638932279e+34
690742201,77.1203,-68.1146,2.5216499488544056e-14,1.617279986147746e-14,OGLE LMC-LPV-20754,77.1184494011,-68.1146385846,LP*,LongPeriodV*,NIR|*|LP*,0.0265,0.0336,,16.631,,13.512,12.669,12.44,,,,,,37735.84905660377,123077.7358490566,1.164406633962264e+23,4.296393042016117e+33,2.6010000593104825e+36
690742301,78.6951,-68.2112,2.723920061406017e-14,4.6990499531318446e-15,HD 269226,78.6961383637,-68.212076653,*,Star,NIR|*|MIR,2.3167,0.172,11.1,10.35,,9.339,9.097,8.998,,,,,,431.6484654897052,1407.847369102603,1.331927992402987e+21,6.072474712362042e+29,3.907266904206775e+34
690742401,76.9812,-68.4183,6.970610070058947e-13,4.053920014349816e-14,OGLE LMC118.4   46009,76.9811321348,-68.4181349408,*,Star,NIR|*,0.0354,0.0282,15.016,14.945,,14.77,,14.35,,14.8,15.02,15.21,15.42,28248.58757062147,92134.46327683616,8.716603333333334e+22,6.655416197758724e+34,1.0831801207524824e+36
690742401,77.1002,-68.4752,6.339419888015153e-15,7.206630007105998e-15,HD  33970,77.1008484371,-68.4762427711,*,Star,NIR|*|MIR,4.2732,0.0316,9.88,9.52,,8.767,8.622,8.548,,,,,,234.01666198633345,763.2593840681456,7.220999672376673e+20,4.153880826270756e+28,2.432037514229016e+34
690742401,76.904,-68.3821,2.1285199351770562e-14,1.4610500106309633e-14,2MASX J05073710-6822590,76.9042251826,-68.3831801043,GiG,GtowardsGroup,AG?|GiG|G|*|MIR,0.751,0.5328,,12.693,12.1,11.229,10.545,10.374,,,,,,1331.5579227696403,4342.956058588548,4.108758428761651e+21,4.515530728857734e+30,3.91184580285071e+34
690742401,77.824,-68.3803,4.700849898144761e-15,3.408449991839464e-15,HD 269144,77.827609245,-68.3802604921,*,Star,NIR|*,2.4035,0.0115,11.54,11.47,,10.523,10.393,10.328,,,,,,416.0599126274183,1357.0043686290824,1.2838267443311836e+21,9.73641518825146e+28,1.388929023222226e+34
690742401,77.6457,-68.2883,5.209009950674559e-15,3.579809839266692e-15,UCAC4 109-006800,77.6459557887,-68.2883085255,*,Star,NIR|*|MIR,2.4114,0.0099,13.532,12.908,12.871,11.773,11.535,11.444,,13.175,,12.618,,414.696856597827,1352.5586796052085,1.2796207929003897e+21,1.07183424341452e+29,2.208928083386571e+33
690742501,76.4935,-68.4168,2.0804299784098722e-14,8.741579915439932e-15,HD  33617,76.4952835079,-68.416639702,PM*,HighPM*,PM*|NIR|IR|*|MIR,9.6655,0.016,8.74,8.15,,7.051,6.807,6.715,,,,,,103.46076250581967,337.4434845584812,3.192465552739124e+20,2.6644980511364257e+28,1.771076608569724e+34
690742601,78.5072,-68.6771,7.61486007713405e-15,4.619970110143236e-15,SP77  38-12,78.5038672987,-68.6770214169,*,Star,NIR|*|MIR,9.2449,0.0096,14.2,12.5,,10.596,9.995,9.873,,,,,,108.16774654133631,352.7955954093608,3.33770790381724e+20,1.0660275926091263e+28,4.566165781586302e+32
690742701,78.8239,-68.8434,5.2702901586062734e-14,9.430559902868368e-15,HD 269254,78.8243615352,-68.8421799236,*,Star,NIR|*|MIR,2.009,0.1444,10.76,10.33,,9.557,9.378,9.324,,,,,,497.7600796416128,1623.4743653558985,1.535927117969139e+21,1.562376171580761e+30,5.194751526369747e+34
690742801,78.4357,-68.8873,2.298219936840845e-14,3.470580070278804e-15,OGLE LMC-ECL-10444,78.4368926708,-68.8870105361,EB*,EclBin,NIR|*|EB*,1.3942,0.017,,13.789,,12.247,11.888,11.805,,,,,,717.2572084349447,2339.377420743078,2.213224487161096e+21,1.4146610135697697e+30,4.487888098730411e+33
690742801,78.7735,-68.9321,4.1506399960913535e-14,8.914639757992301e-15,OGLE LMC-LPV-32349,78.774102343,-68.9312388267,LP*,LongPeriodV*,NIR|*|LP*,0.5961,0.023,,14.33,,12.696,12.229,12.156,,,,,,1677.570877369569,5471.498070793491,5.176442845160208e+21,1.3976157207509402e+31,1.576390411157822e+34
690742901,79.4173,-69.1122,3.5617501650949893e-14,7.558540009438165e-15,OGLE LMC-RRLYR-10315,79.4209632698,-69.112515998,RR*,RRLyrae,RR*|V*|*,0.3555,0.2741,,19.53,,19.12,,18.99,,,,,,2812.939521800281,9174.571026722926,8.67982441631505e+21,3.372059250539551e+31,2.491339071640344e+32
690742901,79.4909,-69.2652,1.837019983829888e-13,4.207280072834711e-14,RMC  59F,79.4936532825,-69.2649672046,*,Star,NIR|IR|*|MIR,0.3197,0.022,13.087,12.427,,7.61,6.779,6.462,,,,,,3127.932436659368,10201.939318110728,9.651790991554582e+21,2.1505005712872632e+32,3.553606089043617e+36
690742901,79.3245,-69.0185,1.788349978900424e-14,5.3856502014949705e-15,OGLE LMC-LPV-36835,79.3258808339,-69.0192321103,LP*,LongPeriodV*,NIR|*|LP*|LP?,0.0445,0.0882,,16.855,,13.052,12.128,11.818,,,,,,22471.91011235955,73293.4831460674,6.934106921348315e+22,1.0805464628001738e+33,1.3307083019771924e+36
690600401,10.9595,41.4034,9.804650309957336e-15,4.511759957065605e-15,TYC 2805-2128-1,10.9590398555,41.4032383547,*,Star,X|NIR|*,1.8534,0.0218,11.72,11.22,,10.579,10.432,10.386,,,,,,539.5489370885939,1759.7712312506742,1.6648740584871048e+21,3.415110383312546e+29,2.5933760495586435e+34
690600401,10.6348,41.6709,4.166439871063077e-15,2.1861799666438508e-15,V* HY And,10.6343454888,41.6709347161,Er*,Eruptive*,V*|X|Er*|NIR|*,2.5836,0.1632,,18.4,,14.8,14.229,14.125,,,,,,387.05681994116736,1262.4090416473136,1.194332551478557e+21,7.468364757562994e+28,7.076571495242216e+31
690600401,10.7343,41.5614,2.1355799124407734e-15,9.905420337384522e-16,2MASS J00425615+4133411,10.7339617051,41.5614507075,EB*,EclBin,V*|X|SR?|NIR|*|EB*,2.3317,0.1394,20.77,19.54,,15.347,14.572,14.428,,,,,,428.8716387185315,1398.7905819788136,1.3233596002916326e+21,4.699822280620645e+28,5.41827391848086e+31
690600401,10.9105,41.6268,6.430220125894921e-15,3.367830103337411e-15,GPM  10.910779+41.627413,10.9108948055,41.6274371309,*,Star,X|NIR|*,4.2189,0.0127,14.48,13.44,,11.756,11.234,11.122,,,,,,237.0286093531489,773.0830311218564,7.3139386569959e+20,4.322533138680416e+28,8.533841309976586e+32
690600401,10.5457,41.4402,3.8512500175438055e-15,2.585510049736865e-15,2MASS J00421086+4126282,10.5452969765,41.441171591,*,Star,NIR|*,1.5144,0.0158,13.04,12.51,,11.791,11.577,11.54,,,,,,660.3275224511358,2153.6978341257263,2.0375578314844165e+21,2.0092383803721145e+29,1.200674348543142e+34
690600401,10.6931,41.5833,2.014350015930896e-15,7.992480070514226e-16,[DMM2009] J004246.35+413500.7,10.6929792759,41.5835096527,*,Star,NIR|*,0.3875,0.088,18.57,17.7,,15.964,15.353,15.381,,,,,,2580.6451612903224,8416.929032258064,7.963038916129031e+21,1.60510141158466e+30,2.085768152123464e+33
690600401,10.6769,41.7062,1.910189950890561e-15,2.8696500047503985e-15,TYC 2805-1943-1,10.6759684298,41.7059364724,*,Star,X|NIR|*,2.0157,0.0228,11.59,11.24,,10.532,10.338,10.277,,,,,,496.10557126556535,1618.0780870169172,1.5308218385672472e+21,5.625170861349287e+28,2.2320895663499903e+34
690600401,10.9146,41.3756,6.462249829762394e-15,5.302259807837785e-15,TYC 2805-2142-1,10.9142496299,41.3755804385,*,Star,UV|NIR|*,3.6969,0.0132,11.19,10.68,10.442,9.603,9.406,9.327,,,,,,270.4969028104628,882.241878330493,8.346662284616841e+20,5.657431333077933e+28,9.524783675388136e+33
690680101,201.298,-11.1614,1.3786500153295522e-12,1.3757799661605254e-14,* alf Vir,201.2982473616,-11.1613194851,bC*,bCepV*,UV|X|V*|SB*|NIR|bC*|*|IR|**|El*,13.06,0.7,0.74,0.97,1.06,1.5,1.54,1.64,,,,,,76.5696784073507,249.73660030627872,2.3626933996937213e+20,9.671161376764984e+29,4.8370235005822587e+36
690680201,306.412,-56.7354,8.191329694618235e-14,1.915710064607817e-15,* alf Pav,306.4119043652,-56.7350897263,SB*,SB*,UV|SB*|NIR|*|IR|**|Pu*,18.24,0.52,1.791,1.918,,2.304,2.458,2.479,,,,,,54.82456140350877,178.81359649122803,1.6917091995614036e+20,2.9458843440360267e+28,1.3953432527593555e+36
690680201,306.424,-56.914,2.8407999355119752e-14,6.6420300317182775e-15,EC 20217-5704,306.4238811385,-56.913947857,HS*,HotSubdwarf,blu|HS*|NIR|*|Pe*,1.9868,0.0845,12.17,12.73,,12.543,12.265,12.212,,,,,,503.3219247030401,1641.6146567344474,1.553089178578619e+21,8.61079600862327e+29,6.641014990989512e+33
690680201,306.273,-56.8745,6.111789947835927e-15,3.0355799474692533e-15,UCAC4 166-210474,306.2737425263,-56.8746519853,*,Star,NIR|*|MIR,1.281,0.0145,14.016,13.444,13.474,12.323,12.047,11.978,,13.7,13.307,,,780.64012490242,2546.1046057767367,2.408803731459797e+21,4.456368691389085e+29,4.966490206620903e+33
690680401,230.343,-40.6475,3.776020024003762e-13,6.2911000465060846e-15,* del Lup,230.3429742725,-40.6475303692,bC*,bCepV*,UV|V*|bC?|NIR|bC*|*|IR,6.7296,0.4819,2.995,3.19,,3.781,3.801,3.96,,,,,,148.59724203518783,484.6588207322872,4.5852317819781264e+20,9.976236605221187e+29,3.197057696849578e+36
690680401,230.415,-40.7816,2.1458600548600683e-14,3.962919876694497e-15,HD 136349,230.4147589429,-40.7818403447,*,Star,NIR|*,1.5696,0.0274,10.52,9.61,9.54,7.221,6.64,6.522,,,,,,637.10499490316,2077.9561671763504,1.965900598878695e+21,1.0421599263172145e+30,2.5124726022096586e+35
690680501,81.2828,6.34968,2.2767998966201373e-13,3.0767099615637908e-15,* gam Ori,81.2827635565,6.3497032644,V*,Variable*,UV|V*|X|NIR|IR|*|MIR|**,12.92,0.52,1.42,1.64,1.73,2.149,2.357,2.375,,,,,,77.39938080495357,252.4427244582044,2.388295340557276e+20,1.6319648096507366e+29,2.6533737838296748e+36
690680501,81.3856,6.42589,3.344230003598375e-13,5.314720086008369e-15,1RXS J052532.3+062534,81.3855765663,6.4260361173,Y*?,YSO_Candidate,X|Opt|NIR|Y*?|*|MIR|EB?,10.0271,0.0172,16.11,14.51,14.09,10.66,10.021,9.779,,15.31,13.95,12.71,,99.72973242512788,325.2745060885001,3.0773379940361614e+20,3.979755582843212e+29,1.9525062088201266e+32
690720101,118.235,16.058,6.663909739778803e-14,4.22107010802919e-14,HD  64127,118.2344126527,16.0571686219,*,Star,NIR|*,3.9931,0.0193,9.63,9.22,,8.347,8.24,8.142,,,,,,250.43199519170568,816.7989782374596,7.72752392877714e+20,5.000572028029064e+29,3.726232486885805e+34
690720501,57.69,-1.01699,1.2966399838326616e-14,7.372829729818554e-15,SDSS J035045.60-010100.1,57.6900065236,-1.0166957852,QSO,QSO,Opt|*|QSO,0.6497,0.6429,20.85,20.5,,20.048,19.753,19.731,20.969,20.686,20.419,20.058,20.062,1539.171925504079,5020.101585347083,4.749388302293366e+21,3.67540016175479e+30,3.613252259084181e+31
690740501,83.1317,-68.0815,4.221750106079247e-14,5.537879809808461e-15,HD 269727,83.1321520602,-68.0814597371,SB*,SB*,SB*|NIR|*|MIR,0.7909,0.0114,13.17,11.63,9.47,9.294,8.702,8.511,,,,,,1264.3823492224049,4123.858894929826,3.901476267543305e+21,8.075330874496057e+30,2.9169415606230074e+35
690740501,82.7811,-68.111,1.0792599893481598e-14,7.49550974673413e-15,HD 269674,82.7806907489,-68.1110444654,*,Star,X|NIR|*,3.6701,0.0148,10.58,10.1,,9.305,9.142,9.07,,,,,,272.4721397237132,888.684232037274,8.407611727200893e+20,9.58696707056366e+28,1.91765916744338e+34
690740601,81.4479,-68.1817,1.502090010534196e-13,3.7355799605964114e-14,MACHO   4.7331.3064,81.4471136199,-68.1814399459,AGN,AGN,AGN|*|Q?,0.2405,0.6243,19.457,19.92,,,,,,,,,,4158.004158004158,13561.58004158004,1.2830260207900208e+22,3.1072539625853534e+32,2.2760153501963235e+32
690740601,82.4011,-68.047,4.0103601591911376e-14,1.1231100379945676e-14,2MASS J05293681-6802527,82.4033241849,-68.0479562634,*,Star,NIR|*,0.0146,0.0337,,15.19,,15.066,14.979,14.601,,,,,,68493.1506849315,223394.5205479452,2.113477794520548e+23,2.2510680274824666e+34,7.455144494608845e+36
690740601,82.0967,-68.1057,5.070719963574033e-15,1.6512800368812994e-15,UCAC4 110-008460,82.0960348078,-68.1055879304,PM*,HighPM*,PM*|NIR|*,6.5052,0.0147,14.193,13.032,12.659,10.877,10.284,10.149,,,,,,153.7231753059091,501.37735965074086,4.743401555678534e+20,1.4337032647096791e+28,5.70950891918116e+32
690090301,165.509,22.596,6.010479874224428e-12,4.9348698548780726e-14,V* GZ Leo,165.5094493208,22.5959689127,RS*,RSCVnV*,UV|X|V*|PM*|RS*|SB*|NIR|*,18.2421,0.0186,9.82,8.88,,7.244,6.816,6.705,,,,,,54.818250091820566,178.79301176947828,1.6915144528316367e+20,2.161077974514315e+30,2.968625244406724e+33
690120101,111.307,-7.80531,1.6867700270394028e-13,1.442499989086094e-14,ATO J111.3070-07.8054,111.3070866925,-7.8053715041,V*,Variable*,V*|Opt|NIR|*|MIR,0.6794,0.0137,14.801,13.908,13.282,11.665,11.165,11.033,,14.275,13.418,13.096,,1471.8869590815425,4800.647630261996,4.541768589932293e+21,4.372358305208413e+31,2.4743063294052853e+34
690120101,111.254,-7.74991,4.4128200713759037e-14,1.3620999605458947e-14,TYC 5396-768-1,111.2538100096,-7.7496953944,*,Star,NIR|*,0.8202,0.0164,11.2,10.15,,8.542,8.05,7.958,,,,,,1219.2148256522798,3976.54230675445,3.7621038527188487e+21,7.848517735548664e+30,4.513804306819234e+35
690120101,111.511,-7.72666,1.4704500434664126e-14,3.23850003075294e-15,ATO J111.5114-07.7264,111.5114162732,-7.7264475146,EB*,EclBin,Opt|NIR|*|EB*|EB?,0.9385,0.0214,15.35,14.709,14.407,13.258,12.934,12.889,,14.99,14.498,14.383,,1065.5301012253597,3475.290356952584,3.287882344166223e+21,1.997527075447201e+30,3.572288395764539e+33
690120101,111.463,-7.73545,7.339470014817302e-14,7.589580378823246e-15,EM* MWC  560,111.4636842116,-7.7355789376,Sy*,Symbiotic*,V*|Sy*|CV*|NIR|IR|*|EmO|LP?|Em*,0.424,0.0352,10.01,9.7,10.6,6.452,5.471,5.069,,10.24,9.76,8.95,,2358.490566037736,7692.358490566037,7.277541462264151e+21,4.884767994065604e+31,5.74537813343888e+36
690120101,111.722,-7.66205,7.740330051171294e-14,3.7111999806821797e-14,TYC 5396-915-1,111.7222044135,-7.6632801969,*,Star,NIR|*,1.0384,0.0157,11.79,10.95,,8.676,8.11,7.921,,,,,,963.020030816641,3140.947611710324,2.9715693181818183e+21,8.588969780616725e+30,1.8711959475262705e+35
690170701,308.045,-40.4482,2.0109300780547096e-14,1.1634599770963311e-14,CD-40 13916,308.0449539983,-40.448065907,*,Star,NIR|*,3.3748,0.018,10.87,10.37,,9.611,9.407,9.33,,,,,,296.3138556358895,966.4454189877918,9.14329020979021e+20,2.112573575308088e+29,1.7556218011808554e+34
690200101,263.402,-37.1042,5.339960244821196e-13,6.893719942764262e-15,* lam Sco,263.4021671844,-37.1038235511,bC*,bCepV*,UV|X|V*|bC?|WD*|NIR|bC*|*|IR|**|EB*,5.71,0.75,1.49,1.63,,2.013,2.068,2.114,,,,,,175.13134851138355,571.2014010507881,5.403988756567426e+20,1.9596421012802408e+30,1.865414378582021e+37
690200101,263.225,-37.2032,7.027310048972335e-13,2.0441200476533326e-14,ASAS J173253-3712.0,263.2242405011,-37.2022814511,Ro*,RotV*,V*|X|Ro*|NIR|*,7.5462,0.0209,12.82,11.81,11.53,9.705,9.111,8.989,,12.27,11.44,11.1,,132.5170284381543,432.21223927274656,4.089048236198352e+20,1.476533982515272e+30,1.2028102778494978e+33
690200101,263.385,-37.0816,5.91202027654461e-14,3.307000008713869e-15,CD-36 11635,263.385720091,-37.0811133347,*,Star,NIR|*|**,7.7311,0.0232,9.51,9.12,,8.143,7.984,7.914,,,,,,129.3476995511635,421.8752829480928,3.9912529652960127e+20,1.1834891679162252e+29,1.1210941154529428e+34
690200101,263.404,-37.3238,1.8833000005953792e-14,1.1805099879949078e-14,HD 320077,263.4035573194,-37.3236118181,*,Star,NIR|*,0.054,0.4093,11.1,10.63,,9.643,9.402,9.317,,,,,,18518.51851851852,60399.259259259255,5.7142177407407405e+22,7.727569877987056e+32,5.704310852429626e+37
690200201,82.9827,-7.3016,1.5471900019839446e-12,1.06125003601046e-14,* ups Ori,82.9827498315,-7.3015377458,SB*,SB*,UV|X|V*|SB*|NIR|IR|*,2.4567,0.1403,4.36,4.63,4.75,5.23,5.347,5.376,,,,,,407.0501078682786,1327.6183498188627,1.2560253917857288e+21,3.067258316672557e+31,4.6983025010475833e+36
690200201,83.0974,-7.21073,3.835779892498448e-13,1.2657800324653456e-14,UCAC4 414-009375,83.09755111,-7.2107019302,Pe*,ChemPec*,NIR|*|MIR|Pe*,2.6763,0.0156,13.595,12.59,12.497,10.591,10.049,9.857,,13.094,12.235,11.844,,373.6501886933453,1218.6825094346673,1.152964010013825e+21,6.407594856293657e+30,4.1389007441218943e+33
690200201,83.1118,-7.23933,3.1378499516614144e-13,8.528500307228641e-15,BD-07  1110,83.1119359459,-7.2386624012,PM*,HighPM*,X|PM*|NIR|*,45.5246,0.0183,12.47,10.936,10.499,7.947,7.3,7.094,,11.699,10.327,9.541,,21.966145776129828,71.64390241759399,6.778044354041551e+19,1.8115521850413457e+28,1.3505797749970575e+32
690200201,82.9994,-7.40765,1.5058900036234862e-13,8.654999595703386e-15,UCAC4 413-010068,82.9993555732,-7.407640143,*,Star,NIR|*|MIR,2.7924,0.0186,13.74,12.795,12.762,10.926,10.379,10.241,,13.241,12.476,12.149,,358.11488325454803,1168.0131786277036,1.1050270663228762e+21,2.3107286324069805e+30,2.88913530402708e+33
690200201,83.0097,-7.53206,2.1610999394097025e-13,2.2224699497744825e-14,V* V1882 Ori,83.0095181475,-7.5321370492,SB*,SB*,Ir*|V*|X|SB*|NIR|*,2.7331,0.0131,,12.57,12.41,10.629,10.099,9.91,,,,,,365.884892612784,1193.355530350152,1.1290028099959752e+21,3.461583091908021e+30,3.5919035520134644e+33
